"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"67406","Good morning. <U+263A><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",0,FALSE,FALSE,"806603055261097984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 20:55:28 +0000 2016",NA,NA,"en",5,FALSE,"God's","1336776110","Philippians 4:13 | VII",TRUE,"Mon Apr 08 14:22:55 +0000 2013",52708,1655,22424,FALSE,NA,"Chay","Beijing","en",28800,1555,"calyshzaxmarie","PH","Republic of the Philippines","city","Las Pinas City, National Capital Region",NA,NA,14.4388285,120.995337,NA,NA,NA,NA
"67420","Good morning!",0,FALSE,FALSE,"806603095564161024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 20:55:38 +0000 2016",NA,NA,"en",0,FALSE,"Camp Xavier ","2695652192","Being called baby or babygirl is probably my favorite. <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>",TRUE,"Thu Jul 31 12:52:21 +0000 2014",16375,535,9252,FALSE,NA,"gashange","Pacific Time (US & Canada)","en",-28800,794,"Asthereseeee","PH","Republic of the Philippines","city","Santo Domingo, Ilocos Region",NA,NA,17.6463165,120.427116,NA,NA,NA,NA
"67451","@neeta_dhungana_ Good Morning :) :) :)",0,FALSE,FALSE,"806603190481408012","neeta_dhungana_","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 20:56:01 +0000 2016","801254331831832576","3284138347","en",1,FALSE,NA,"2992474610",NA,TRUE,"Thu Jan 22 17:50:03 +0000 2015",142,1044,538,FALSE,NA,"Raghu Pant",NA,"en",NA,5001,"PantRaghu","CA","Canada","city","Red Deer, Alberta",NA,NA,52.279302,-113.807764,NA,NA,NA,NA
"67479","Good morning Australia and New Zealand have you got your ikoo ? #ikoo #ikoobrush #ikoopaddlex… https://t.co/P1P1E3BqNm",0,FALSE,FALSE,"806603251961434112",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 20:56:15 +0000 2016",NA,NA,"en",6,FALSE,"Rydalmere","399209290","exclusive agent for ikoo Australia. For all your hair and beauty supplies visit our online store delivering Australia wide",TRUE,"Thu Oct 27 04:44:53 +0000 2011",573,115,26,FALSE,"http://directhairandbeauty.com.au","Direct Hair & Beauty","Sydney","en",39600,337,"directhbs","AU","Australia","city","Sydney, New South Wales",NA,NA,-33.848244,150.931975,-33.81216,151.0357,"https://twitter.com/e_xov/status/806198175564464128","https://t.co/P1P1E3BqNm"
"67504","Good morning",0,FALSE,FALSE,"806603326485766144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 20:56:33 +0000 2016",NA,NA,"en",0,FALSE,"neverland","753613054802325505","<U+2795>SJC<ed><U+00A0><U+00BD><ed><U+00B2><U+009A>13|KN",TRUE,"Thu Jul 14 15:32:08 +0000 2016",6151,171,6180,FALSE,NA,"<ed><U+00A0><U+00BE><ed><U+00B6><U+0084>",NA,"en",NA,945,"earianejasss","PH","Republic of the Philippines","city","Olongapo City, Central Luzon",NA,NA,14.85885,120.340247,NA,NA,NA,NA
"67529","Good morning world! Just thought I'd proclaim on the internet how much I love my mum <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> https://t.co/H1LeFJ2Wk2",0,FALSE,FALSE,"806603398996889600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 20:56:50 +0000 2016",NA,NA,"en",30,FALSE,"Brisbane, Australia ","1270844232","Video Game Producer for @defiantdev - working on #HandofFate2 / Co-founder of Blush Box Games with @steggy_ / Dance floor aficionado",TRUE,"Fri Mar 15 22:29:07 +0000 2013",730,574,1831,FALSE,"http://www.instagram.com/kimberly.allom","Kim Allom",NA,"en",NA,311,"kimallom","AU","Australia","city","Brisbane, Queensland",NA,NA,-27.382143,152.9931965,NA,NA,NA,NA
"67539","GOOD MORNING WORLD!!",0,FALSE,FALSE,"806603429183307776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 20:56:58 +0000 2016",NA,NA,"en",0,FALSE,"12•5cm","1391650314","until the very end",TRUE,"Tue Apr 30 09:52:33 +0000 2013",12850,516,11456,FALSE,"http://elizaldexmontefalco.com","<ed><U+00A0><U+00BE><ed><U+00B6><U+0084>","Mexico City","en-gb",-21600,404,"MyKeyPretty","PH","Republika ng Pilipinas","city","Mariveles, Rehiyon ng Gitnang Luzon",NA,NA,14.476764,120.500018,NA,NA,NA,NA
"67578","Good morning and good night <ed><U+00A0><U+00BD><ed><U+00B8><U+00B4>",0,FALSE,FALSE,"806603589401485312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 20:57:36 +0000 2016",NA,NA,"en",2,FALSE,"BTN / MNL","210822444","Student-athlete | FEU Cheering Squad | BS Psychology | FEU Manila <ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B4><U+00B0>",TRUE,"Mon Nov 01 14:10:25 +0000 2010",22178,775,6190,FALSE,"http://facebook.com/margarett15","Margaret Tengco <U+2655>","Alaska","en",-32400,1217,"Margareeeta_","PH","Republic of the Philippines","city","Manila City, National Capital Region",NA,NA,14.5914565,120.9839865,NA,NA,NA,NA
"67608","just chill at pantai lido, good morning <ed><U+00A0><U+00BD><ed><U+00B1><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> @ Pantai Lido https://t.co/CZdXdmxB3Z",0,FALSE,FALSE,"806603695110508544",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 20:58:01 +0000 2016",NA,NA,"en",18,FALSE,NA,"364932656","<U+B2F4><U+BC30><U+B97C> <U+D53C><U+C6B0><U+C9C0> <U+C54A><U+C73C><U+BA74> <U+C808><U+B300> <U+ADF8><U+B9CC> <U+B450><U+C9C0> <U+B9C8><U+C138><U+C694>. <U+ADF8><U+AC8C> <U+ADF8><U+B140><U+AC00> <U+B9D0><U+D55C><U+AC70><U+C57C> <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",TRUE,"Tue Aug 30 15:54:24 +0000 2011",71088,1594,54358,FALSE,"http://Instagram.com/zulfathizuhair","Zul","Kuala Lumpur","en",28800,1924,"zulfathizuhair","MY","Malaysia","admin","Johor Bahru, Johor",NA,NA,1.507564,103.7762605,1.45655059,103.74839902,"https://vine.co/v/izKwqLdPzYz","https://t.co/CZdXdmxB3Z"
"67619","@Hardeshell @britjonhen @CPH46 @DukeOfVinings @Keoni510 @mejustbeth Good Morning <ed><U+00A0><U+00BD><ed><U+00B8><U+0086>",0,FALSE,FALSE,"806603762798211072","Hardeshell","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 20:58:17 +0000 2016","806529369975816193","316873391","en",75,FALSE,"Auckland, New Zealand","227957722","I'm Deen Allen. 25. Actor. Dancer. YouTuber
Bussines: officialdeenallen@yahoo.com",TRUE,"Sat Dec 18 09:10:00 +0000 2010",37510,1953,22614,FALSE,"http://www.facebook.com/deen.allen","#ODeen","Fiji","en",46800,4010,"deenallen2016","NZ","New Zealand","city","Auckland, New Zealand",NA,NA,-36.595729,174.8562435,NA,NA,NA,NA
"67627","""Good Morning!"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>",0,FALSE,FALSE,"806603804615413760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 20:58:27 +0000 2016",NA,NA,"en",9,FALSE,NA,"561952149","Captured by smile",TRUE,"Tue Apr 24 09:26:51 +0000 2012",16924,512,2633,FALSE,"https://www.instagram.com/iamchaelramos","G e l o","Beijing","en",28800,421,"iamchaelramos","PH","Republic of the Philippines","city","Valenzuela City, National Capital Region",NA,NA,14.712613,120.9756555,NA,NA,NA,NA
"67699","Peaceful evening in Kista @ Good Morning Hotels Kista https://t.co/RL7aHx7a1v",0,FALSE,FALSE,"806604035813994497",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 20:59:22 +0000 2016",NA,NA,"en",0,FALSE,NA,"442603925",NA,TRUE,"Wed Dec 21 08:30:10 +0000 2011",748,18,7,FALSE,NA,"PinguinK","Cairo","en",7200,43,"Pingu1nKing","SE","Sweden","city","Stockholm, Sweden",NA,NA,59.333671,17.980059,59.41326,17.93099,"https://youtu.be/HDVr2NcZ8Qk","https://t.co/RL7aHx7a1v"
"67765","When your sister tells you she hates you and can't stand you and go die but then today is all ""good morning, have a good day, love you"" NO.",0,FALSE,FALSE,"806604439767355392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:00:59 +0000 2016",NA,NA,"en",4,FALSE,"Momence, Il","534511769","21 • Mother to Taya Renee • My <U+2764><U+FE0F><U+FE0F> is taken. • God is Great • Beer is good • People are crazy",TRUE,"Fri Mar 23 17:05:33 +0000 2012",22710,924,10992,FALSE,NA,"Sydney Sol",NA,"en",NA,526,"Syd_Sol","US","United States","city","Kankakee, IL",NA,NA,41.1029305,-87.8705635,NA,NA,NA,NA
"67791","Good morning <ed><U+00A0><U+00BC><ed><U+00BC><U+0084>",0,FALSE,FALSE,"806604514627186688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:01:16 +0000 2016",NA,NA,"en",8,FALSE,"Calasiao, Ilocos Region","612559609","6<U+FE0F><U+20E3>teen | Aspiring Writer <ed><U+00A0><U+00BD><ed><U+00B3><U+009D> | Aquarius <U+2652><U+FE0F> | Bae Suzy <U+2728> | Dyosa ng Tenwan <ed><U+00A0><U+00BD><ed><U+00B1><U+00B8><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> | Not your ordinary teenager <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> | Wattpad is <U+2764><U+FE0F>",TRUE,"Tue Jun 19 13:34:59 +0000 2012",26206,3150,5885,FALSE,"http://my.w.tt/UiNb/zYg11tZ9Dy","Jillan C. Agbayani <U+269C>","Central Time (US & Canada)","en",-21600,3266,"OrangeLover18","PH","Republic of the Philippines","city","Calasiao, Ilocos Region",NA,NA,15.994682,120.3516835,NA,NA,NA,NA
"67797","Good morning!",0,FALSE,FALSE,"806604536232017920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 21:01:22 +0000 2016",NA,NA,"en",7,FALSE,"KARO","141888889","Patiently waiting || Exodus 14:14",TRUE,"Sun May 09 09:32:52 +0000 2010",103789,1832,6187,FALSE,NA,"Jail<U+265B>","Alaska","en",-32400,1204,"imgailbuencmno","PH","Republic of the Philippines","admin","Calabarzon, Republic of the Philippines",NA,NA,15.4158155,121.662343,NA,NA,NA,NA
"67867","Good Morning",0,FALSE,FALSE,"806604791333797888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:02:22 +0000 2016",NA,NA,"en",1,FALSE,"Imus, Calabarzon","4604924510","Say You Won't Let Go",TRUE,"Sat Dec 19 17:25:39 +0000 2015",597,69,612,FALSE,NA,"Allen Aizon Samala",NA,"en",NA,27,"aizon_samala","PH","Republic of the Philippines","city","Imus, Calabarzon",NA,NA,14.3994195,120.9304795,NA,NA,NA,NA
"67920","Good morning #Perth! Sun will rise in 30 minutes (local time 05:03) #Sunrise #Photo #Photography [08.12.2016]",0,FALSE,FALSE,"806604958686728197",NA,"<a href=""http://www.twitter.com/photoschedule"" rel=""nofollow"">Photo Schedule Tweeter</a>",FALSE,"Wed Dec 07 21:03:02 +0000 2016",NA,NA,"en",181,FALSE,"Finland","4567387397","We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep",TRUE,"Tue Dec 22 11:53:15 +0000 2015",288123,142,0,FALSE,"http://www.owlkeep.com","PhotoSchedule","Midway Island","en",-39600,4,"PhotoSchedule","AU","Australia","city","Perth, Western Australia",NA,NA,-32.1501005,115.9283185,-31.95,115.85,NA,NA
"67987","Good morning. Thank you G <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",0,FALSE,FALSE,"806605136319524864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:03:45 +0000 2016",NA,NA,"en",2,FALSE,"Philippines","720037184","nothing to say",TRUE,"Fri Jul 27 12:08:41 +0000 2012",5019,327,2677,FALSE,"http://Instagram.com/ayzalebantino","Ayza","Beijing","en",28800,246,"ayzalebantino","PH","Republic of the Philippines","city","Luna, Ilocos Region",NA,NA,16.8428425,120.3753005,NA,NA,NA,NA
"67993","Good Morning<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Thank youuu Lord for this another day . May yo lead Us for the challenging that can face it today <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>",0,FALSE,FALSE,"806605145664425984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 21:03:47 +0000 2016",NA,NA,"en",0,FALSE,"Manila, Phil","738332058137694208","There are NO secrets to SUCCESS It is the RESULT of PREPARATION,HARD WORK and LEARNING FROM FAILURE<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><U+261D><U+261D> *Cool Girl *Future Educator *Family Oriented *Papa'sGirl",TRUE,"Thu Jun 02 11:30:55 +0000 2016",34,32,564,FALSE,"https://www.facebook.com/jholina.rosal","jholina rosal",NA,"en",NA,119,"rosal_jholina","US","United States","city","Manila, AR",NA,NA,35.8873335,-90.163788,NA,NA,NA,NA
"68054","Good morning #portmoresbysunrise https://t.co/rBEX3JGeJ6",0,FALSE,FALSE,"806605266846261248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:04:16 +0000 2016",NA,NA,"en",4,FALSE,NA,"2832791389","expat living and working in PNG / womens issues / softball / cricket / traveller",TRUE,"Fri Sep 26 09:27:04 +0000 2014",266,76,280,FALSE,NA,"Maree",NA,"en",NA,323,"bossmeritok","PG","Papua New Guinea","country","Papua New Guinea",NA,NA,-6.263483,150.166411,-9.45243667,147.21685833,NA,NA
"68058","GOOD MORNING",0,FALSE,FALSE,"806605277000699904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:04:18 +0000 2016",NA,NA,"en",14,FALSE,"Lungsod ng Kidapawan, Rehiyon ","2291701089","16 | 5'11 <U+2B06> | MUSIC HERO SQUAD's 4th Keyboard Hero <ed><U+00A0><U+00BC><ed><U+00BE><U+00B9><ed><U+00A0><U+00BD><ed><U+00B3><U+00BA> | AWA BROTHERS <U+2764> | KCNHS Band | For The Love Of Music <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BC><ed><U+00BE><U+00BC>",TRUE,"Sun Jan 19 13:50:45 +0000 2014",7680,680,3346,FALSE,"https://www.facebook.com/litoawa.band","Dennver Lito G. Awa<U+263B>","Pacific Time (US & Canada)","en",-28800,880,"DennverAwaMUSIC","PH","Republic of the Philippines","city","Kidapawan City, Soccsksargen",NA,NA,7.0426435,125.117439,NA,NA,NA,NA
"68073","@Richlson Good Morning Richie <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> How are you? Happy Hoildays to you and Nathan <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>",0,FALSE,FALSE,"806605322085277696","Richlson","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:04:29 +0000 2016",NA,"2159930706","en",75,FALSE,"Auckland, New Zealand","227957722","I'm Deen Allen. 25. Actor. Dancer. YouTuber
Bussines: officialdeenallen@yahoo.com",TRUE,"Sat Dec 18 09:10:00 +0000 2010",37513,1953,22617,FALSE,"http://www.facebook.com/deen.allen","#ODeen","Fiji","en",46800,4010,"deenallen2016","NZ","New Zealand","city","Auckland, New Zealand",NA,NA,-36.595729,174.8562435,NA,NA,NA,NA
"68099","Good morning <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",0,FALSE,FALSE,"806605395649146880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:04:46 +0000 2016",NA,NA,"en",4,FALSE,NA,"604402756","There is an inner fire burning inside me, which blinds, devours and loves <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>
Foreign Service//Agustinian // IG: inahloreen
SC: inahbelliee",TRUE,"Sun Jun 10 10:22:12 +0000 2012",29951,531,12426,FALSE,"https://www.facebook.com/ina.dozdoz","Inah<U+2708>","Pacific Time (US & Canada)","en",-28800,439,"CalucabIna","PH","Republic of the Philippines","city","Iloilo City, Western Visayas",NA,NA,10.7294185,122.5497035,NA,NA,NA,NA
"68112","Good morning<ed><U+00A0><U+00BD><ed><U+00B0><U+00A6> 
@amyagapito11 @franlichauco @forevermaiden04 @EcilMaria @trishacapis1 @AverillaNena @LVCornejo @rizae 
#ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",0,FALSE,FALSE,"806605424371732480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:04:53 +0000 2016",NA,NA,"en",14,FALSE,"Republic of the Philippines","3801735744",NA,TRUE,"Tue Oct 06 09:37:07 +0000 2015",223395,2234,61522,FALSE,NA,"ALDUB MitzPrado",NA,"en",NA,1394,"cpjayloni","PH","Republic of the Philippines","city","San Pedro, Calabarzon",NA,NA,14.3492525,121.0444275,NA,NA,NA,NA
"68119","@nathanisch Good Morning Nathan <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",0,FALSE,FALSE,"806605445569744896","nathanisch","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:04:58 +0000 2016",NA,"749825749587095552","en",75,FALSE,"Auckland, New Zealand","227957722","I'm Deen Allen. 25. Actor. Dancer. YouTuber
Bussines: officialdeenallen@yahoo.com",TRUE,"Sat Dec 18 09:10:00 +0000 2010",37514,1953,22617,FALSE,"http://www.facebook.com/deen.allen","#ODeen","Fiji","en",46800,4011,"deenallen2016","NZ","New Zealand","city","Auckland, New Zealand",NA,NA,-36.595729,174.8562435,NA,NA,NA,NA
"68210","Good Morning #Brisbane #CQUniBRE Can't wait to meet another bunch of enthusiastic #CQUni academics.",0,FALSE,FALSE,"806605913951911936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:06:50 +0000 2016",NA,NA,"en",0,FALSE,"Sri Lanka","2699978599",NA,TRUE,"Sat Aug 02 04:55:15 +0000 2014",63,10,69,FALSE,NA,"Thilina kavinda",NA,"en",NA,60,"thilina99","AU","Australia","neighborhood","Brisbane City, Brisbane",NA,NA,-27.4704305,153.023049,NA,NA,NA,NA
"68274","Good morning <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> https://t.co/KDLYlk9Ijn",0,FALSE,FALSE,"806606115467247616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:07:38 +0000 2016",NA,NA,"en",34,FALSE,"sydney","1361341765","Freelance Hairdresser & Makeup Artist. SBS Channel. Represented by Auscrew",TRUE,"Thu Apr 18 07:58:51 +0000 2013",856,206,2486,FALSE,NA,"Leah Taylor","Sydney","en",39600,711,"LeahTaylorMakeu","AU","Australia","city","Sydney, New South Wales",NA,NA,-33.848244,150.931975,NA,NA,NA,NA
"68293","Still a good morning for me",0,FALSE,FALSE,"806606176016166912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:07:53 +0000 2016",NA,NA,"en",0,FALSE,"Central Luzon, Republic of the Philippines","1060909802","HUMSS 11",TRUE,"Fri Jan 04 16:55:43 +0000 2013",6780,526,1095,FALSE,NA,"Anna Katrina <U+2728>","Beijing","en",28800,489,"KathSolovioff","PH","Republic of the Philippines","city","Masinloc, Central Luzon",NA,NA,15.5395715,120.0679005,NA,NA,NA,NA
"68363","@TheJayC_V Good Morning Jay <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",0,FALSE,FALSE,"806606422741958656","TheJayC_V","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:08:51 +0000 2016","806605574070599680","83462680","en",75,FALSE,"Auckland, New Zealand","227957722","I'm Deen Allen. 25. Actor. Dancer. YouTuber
Bussines: officialdeenallen@yahoo.com",TRUE,"Sat Dec 18 09:10:00 +0000 2010",37519,1953,22618,FALSE,"http://www.facebook.com/deen.allen","#ODeen","Fiji","en",46800,4011,"deenallen2016","NZ","New Zealand","city","Auckland, New Zealand",NA,NA,-36.595729,174.8562435,NA,NA,NA,NA
"68439","Good Morning Geelong, it's breakfast time  at Mr Willis <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> @ Mr Willis Espresso Art Bar https://t.co/wA7Ax3sNbl",0,FALSE,FALSE,"806606592590434304",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 21:09:32 +0000 2016",NA,NA,"en",2,FALSE,"21a Ormond Road East Geelong ","3241514401","#mr_willis_espresso_art_bar <U+260E>5221 6315 Breaky & Lunch Mon - Sun 7:30-4 Burgers, Entertainment, Tapas & Cocktails Thu, Fri & Sat 5-11",TRUE,"Wed Jun 10 15:23:31 +0000 2015",254,107,11,FALSE,"http://www.mrwillisespressoartbar.com.au","Jimmy Javni",NA,"en-AU",NA,526,"mrwilliscafe","AU","Australia","city","Geelong, Victoria",NA,NA,-38.132401,144.369464,-38.1560599,144.37291,"https://twitter.com/hqpbc/status/806471217133846528","https://t.co/wA7Ax3sNbl"
"68567","Good morning #Dili! Sun will rise in 30 minutes (local time 06:11) #Sunrise #Photo #Photography [08.12.2016]",0,FALSE,FALSE,"806606969356296194",NA,"<a href=""http://www.twitter.com/photoschedule"" rel=""nofollow"">Photo Schedule Tweeter</a>",FALSE,"Wed Dec 07 21:11:02 +0000 2016",NA,NA,"en",181,FALSE,"Finland","4567387397","We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep",TRUE,"Tue Dec 22 11:53:15 +0000 2015",288124,142,0,FALSE,"http://www.owlkeep.com","PhotoSchedule","Midway Island","en",-39600,4,"PhotoSchedule","TL","East Timor","country","East Timor",NA,NA,-8.8195325,125.678689,-8.55,125.58333,NA,NA
"68614","Good Morning <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",0,FALSE,FALSE,"806607349737603073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:12:32 +0000 2016",NA,NA,"en",2,FALSE,"Marilao, Central Luzon","564397902","Princess af <ed><U+00A0><U+00BD><ed><U+00B1><U+0091>",TRUE,"Fri Apr 27 05:24:10 +0000 2012",22162,654,1671,FALSE,NA,"Rica Anne <ed><U+00A0><U+00BD><ed><U+00B2><U+0081><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>","Pacific Time (US & Canada)","en",-28800,766,"rcnndgzmn_","PH","Republic of the Philippines","city","Manila City, National Capital Region",NA,NA,14.5914565,120.9839865,NA,NA,NA,NA
"68620","Good morning, from the most Christmasy bus in Sydney. 

The baubles have bells in them, I'm going to go nuts. https://t.co/ZFmC7sxj6y",0,FALSE,FALSE,"806607377113825280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:12:39 +0000 2016",NA,NA,"en",289,FALSE,"Sydney, Australia","16862139","Journalist, Editor, word talker. Curation Lead for @MomentsAU @Twitter. Previously @Gizmodo, @ZDNet. Reality is lemons and the internet’s my lemonade.",TRUE,"Mon Oct 20 04:54:39 +0000 2008",73960,8975,11658,FALSE,"https://twitter.com/i/moments","Luke Hopewell <U+26A1><U+FE0F>","Sydney","en",39600,3219,"lukehopewell","AU","Australia","city","Sydney, New South Wales",NA,NA,-33.848244,150.931975,NA,NA,NA,NA
"6872310","Good morning<ed><U+00A0><U+00BD><ed><U+00B0><U+00A6>
@escalera_joey @MyCheapTalk @angiebatac @iverlois @ClondyC @GeraldoGFitz @lucinggabriel30 @EsterRoxas1 
#ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",0,FALSE,FALSE,"806607762411003904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:14:11 +0000 2016",NA,NA,"en",14,FALSE,"Republic of the Philippines","3801735744",NA,TRUE,"Tue Oct 06 09:37:07 +0000 2015",223396,2234,61522,FALSE,NA,"ALDUB MitzPrado",NA,"en",NA,1394,"cpjayloni","PH","Republic of the Philippines","city","San Pedro, Calabarzon",NA,NA,14.3492525,121.0444275,NA,NA,NA,NA
"68749","Good morning, nanay~ <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> @heyjeorgeous",0,FALSE,FALSE,"806607837287677952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:14:29 +0000 2016",NA,NA,"en",0,FALSE,NA,"3302631145","loves strawberries! <ed><U+00A0><U+00BC><ed><U+00BD><U+0093><ed><U+00A0><U+00BC><ed><U+00BD><U+0093>| K-Pop Fan | Directioner | Wattpader | Anime Lover | Daughter of Jergen | Countessa | Owned by Enrico Lorenzo |",TRUE,"Fri Jul 31 16:03:25 +0000 2015",614,49,1155,FALSE,"http://www.facebook.com/kristine.arbollente","C O U N T E S S A","Pacific Time (US & Canada)","en",-28800,113,"Kristine20_","PH","Republic of the Philippines","city","Caloocan City, National Capital Region",NA,NA,14.7108935,121.0311415,NA,NA,NA,NA
